,user_ID,gender,age,prefecture_ID,region_ID,east/west_ID,currently_prefecture_ID,currently _regional_ID,currently_east/west_ID,name,style,major_group,minor_group,the_heaviness/oiliness_in_taste,normalized price,how_frequently_the_SUSHI_is_sold_in_sushi_shop,score
67,5367,0,3,0,0,0,0,0,0,unagi,1,0,3,0.5442739079102721,2.23724747474747,0.48,4
68,5367,0,3,0,0,0,0,0,0,kaiware,1,1,11,3.41333333333333,1.15,0.08,2
69,5367,0,3,0,0,0,0,0,0,hoya,1,0,8,2.2432432432432403,1.0,0.04,0
70,1084,1,2,0,0,0,13,3,0,ika,1,0,5,2.68840082361016,1.51515151515152,0.92,4
71,1084,1,2,0,0,0,13,3,0,tako,1,0,5,3.0884588804422903,1.38433014354067,0.76,3
72,1084,1,2,0,0,0,13,3,0,ikura,1,0,7,1.26487252124646,2.69536271808999,0.88,1
73,1084,1,2,0,0,0,13,3,0,toro,1,0,1,0.551854655563967,4.48545454545455,0.8,4
74,1084,1,2,0,0,0,13,3,0,amaebi,1,0,6,1.91398713826367,1.92497341839447,0.76,3
75,1084,1,2,0,0,0,13,3,0,awabi,1,0,4,2.52697841726619,3.6464015151515095,0.64,2
76,1084,1,2,0,0,0,13,3,0,aji,1,0,0,2.32380952380952,2.08131313131313,0.56,1
77,1084,1,2,0,0,0,13,3,0,tekka_maki,0,0,1,2.24713375796178,1.5798368298368302,0.44,3
78,1084,1,2,0,0,0,13,3,0,kanpachi,1,0,0,1.58322580645161,2.4614325068870486,0.44,2
79,1084,1,2,0,0,0,13,3,0,okura,1,1,11,2.3741935483871,1.0,0.08,2
80,6861,0,2,42,9,1,39,9,1,ebi,1,0,6,2.7289780077619703,1.8384199134199093,0.84,4
81,6861,0,2,42,9,1,39,9,1,uni,1,0,8,0.81304347826087,3.28728191000918,0.88,3
82,6861,0,2,42,9,1,39,9,1,samon,1,0,1,1.2711234911792,1.5117739898989901,0.64,1
83,6861,0,2,42,9,1,39,9,1,kazunoko,1,0,7,2.68181818181818,2.37676767676768,0.6,0
84,6861,0,2,42,9,1,39,9,1,chu_toro,1,0,1,0.795193312434692,3.16756854256854,0.56,4
85,6861,0,2,42,9,1,39,9,1,kani,1,0,6,2.82373271889401,2.03787878787879,0.52,3
86,6861,0,2,42,9,1,39,9,1,tekka_maki,0,0,1,2.24713375796178,1.5798368298368302,0.44,4
87,6861,0,2,42,9,1,39,9,1,kanpachi,1,0,0,1.58322580645161,2.4614325068870486,0.44,2
88,6861,0,2,42,9,1,39,9,1,kappa_maki,0,1,11,3.73054755043228,1.02,0.4,1
89,6861,0,2,42,9,1,39,9,1,nattou_maki,0,1,11,1.65225933202358,1.0,0.28,4
90,9458,1,0,18,5,0,18,5,0,anago,1,0,3,0.9263843648208472,1.9924586776859496,0.88,4
91,9458,1,0,18,5,0,18,5,0,ika,1,0,5,2.68840082361016,1.51515151515152,0.92,4
92,9458,1,0,18,5,0,18,5,0,ikura,1,0,7,1.26487252124646,2.69536271808999,0.88,0
93,9458,1,0,18,5,0,18,5,0,amaebi,1,0,6,1.91398713826367,1.92497341839447,0.76,3
94,9458,1,0,18,5,0,18,5,0,awabi,1,0,4,2.52697841726619,3.6464015151515095,0.64,4
95,9458,1,0,18,5,0,18,5,0,saba,1,0,0,1.9163223140495904,1.48290043290043,0.56,1
96,9458,1,0,18,5,0,18,5,0,hirame,1,0,2,2.99361022364217,3.0691558441558398,0.56,2
97,9458,1,0,18,5,0,18,5,0,engawa,1,0,2,2.202,2.00865800865801,0.28,2
98,9458,1,0,18,5,0,18,5,0,negi_toro,1,0,1,1.25563909774436,2.4729437229437203,0.28,4
99,9458,1,0,18,5,0,18,5,0,inari,1,1,11,1.5838323353293402,1.0,0.2,3
100,9077,1,1,27,6,1,27,6,1,ebi,1,0,6,2.7289780077619703,1.8384199134199093,0.84,0
101,9077,1,1,27,6,1,27,6,1,maguro,1,0,1,1.76955903271693,1.87472451790634,0.88,4
102,9077,1,1,27,6,1,27,6,1,tako,1,0,5,3.0884588804422903,1.38433014354067,0.76,4
103,9077,1,1,27,6,1,27,6,1,ikura,1,0,7,1.26487252124646,2.69536271808999,0.88,1
104,9077,1,1,27,6,1,27,6,1,tamago,1,1,9,2.3680709534368103,1.03246753246753,0.84,1
105,9077,1,1,27,6,1,27,6,1,toro,1,0,1,0.551854655563967,4.48545454545455,0.8,4
106,9077,1,1,27,6,1,27,6,1,tai,1,0,2,2.99093157460841,2.2612440191387595,0.76,4
107,9077,1,1,27,6,1,27,6,1,geso,1,0,5,2.33189655172414,1.0181818181818199,0.4,4
108,9077,1,1,27,6,1,27,6,1,basashi,1,1,10,1.4786324786324798,2.38888888888889,0.12,2
109,9077,1,1,27,6,1,27,6,1,ishigakidai,1,0,2,2.6588235294117597,2.0,0.04,2
110,9614,1,1,13,3,0,13,3,0,tamago,1,1,9,2.3680709534368103,1.03246753246753,0.84,3
111,9614,1,1,13,3,0,13,3,0,amaebi,1,0,6,1.91398713826367,1.92497341839447,0.76,4
112,9614,1,1,13,3,0,13,3,0,hamachi,1,0,0,1.25849731663685,1.6730587121212102,0.64,4
113,9614,1,1,13,3,0,13,3,0,samon,1,0,1,1.2711234911792,1.5117739898989901,0.64,4
114,9614,1,1,13,3,0,13,3,0,shako,1,0,6,2.57185039370079,1.8565656565656599,0.6,3
115,9614,1,1,13,3,0,13,3,0,chu_toro,1,0,1,0.795193312434692,3.16756854256854,0.56,4
116,9614,1,1,13,3,0,13,3,0,kohada,1,0,0,2.7024504084014,1.05244755244755,0.52,4
117,9614,1,1,13,3,0,13,3,0,iwashi,1,0,0,2.11328125,1.34090909090909,0.32,4
118,9614,1,1,13,3,0,13,3,0,tobiko,1,0,7,2.24697336561743,1.4003787878787899,0.24,4
119,9614,1,1,13,3,0,13,3,0,toro_samon,1,0,1,0.6914893617021279,2.62310606060606,0.16,4
120,8768,1,2,26,6,1,26,6,1,maguro,1,0,1,1.76955903271693,1.87472451790634,0.88,0
121,8768,1,2,26,6,1,26,6,1,uni,1,0,8,0.81304347826087,3.28728191000918,0.88,4
122,8768,1,2,26,6,1,26,6,1,tako,1,0,5,3.0884588804422903,1.38433014354067,0.76,2
123,8768,1,2,26,6,1,26,6,1,toro,1,0,1,0.551854655563967,4.48545454545455,0.8,4
124,8768,1,2,26,6,1,26,6,1,chu_toro,1,0,1,0.795193312434692,3.16756854256854,0.56,2
125,8768,1,2,26,6,1,26,6,1,hirame,1,0,2,2.99361022364217,3.0691558441558398,0.56,4
126,8768,1,2,26,6,1,26,6,1,tekka_maki,0,0,1,2.24713375796178,1.5798368298368302,0.44,2
127,8768,1,2,26,6,1,26,6,1,kanpachi,1,0,0,1.58322580645161,2.4614325068870486,0.44,4
128,8768,1,2,26,6,1,26,6,1,tsubugai,1,0,4,2.40140845070423,1.85,0.08,4
129,8768,1,2,26,6,1,26,6,1,shiso_maki,0,1,11,3.4969696969697006,1.0,0.08,2
130,7155,0,3,16,3,0,16,3,0,uni,1,0,8,0.81304347826087,3.28728191000918,0.88,0
131,7155,0,3,16,3,0,16,3,0,ikura,1,0,7,1.26487252124646,2.69536271808999,0.88,0
132,7155,0,3,16,3,0,16,3,0,amaebi,1,0,6,1.91398713826367,1.92497341839447,0.76,4
133,7155,0,3,16,3,0,16,3,0,awabi,1,0,4,2.52697841726619,3.6464015151515095,0.64,3
134,7155,0,3,16,3,0,16,3,0,kazunoko,1,0,7,2.68181818181818,2.37676767676768,0.6,0
135,7155,0,3,16,3,0,16,3,0,torigai,1,0,4,2.53507728894174,2.125,0.48,4
136,7155,0,3,16,3,0,16,3,0,unagi,1,0,3,0.5442739079102721,2.23724747474747,0.48,3
137,7155,0,3,16,3,0,16,3,0,katsuo,1,0,1,1.9079159935379602,1.4648148148148101,0.36,4
138,7155,0,3,16,3,0,16,3,0,sazae,1,0,4,2.41038961038961,1.4466666666666699,0.2,4
139,7155,0,3,16,3,0,16,3,0,kanpyo_maki,0,1,11,2.82191780821918,1.0,0.12,3
140,1112,1,2,10,3,0,8,3,0,ikura,1,0,7,1.26487252124646,2.69536271808999,0.88,2
141,1112,1,2,10,3,0,8,3,0,toro,1,0,1,0.551854655563967,4.48545454545455,0.8,4
142,1112,1,2,10,3,0,8,3,0,amaebi,1,0,6,1.91398713826367,1.92497341839447,0.76,4
143,1112,1,2,10,3,0,8,3,0,samon,1,0,1,1.2711234911792,1.5117739898989901,0.64,3
144,1112,1,2,10,3,0,8,3,0,aji,1,0,0,2.32380952380952,2.08131313131313,0.56,3
145,1112,1,2,10,3,0,8,3,0,kanimiso,1,0,8,0.910091743119266,1.8333333333333304,0.32,2
146,1112,1,2,10,3,0,8,3,0,negi_toro,1,0,1,1.25563909774436,2.4729437229437203,0.28,4
147,1112,1,2,10,3,0,8,3,0,mentaiko,1,0,7,1.8125,1.49636363636364,0.2,4
148,1112,1,2,10,3,0,8,3,0,kanpyo_maki,0,1,11,2.82191780821918,1.0,0.12,4
149,1112,1,2,10,3,0,8,3,0,karei,1,0,2,2.6,1.0,0.04,3
150,5281,0,2,18,5,0,13,3,0,ebi,1,0,6,2.7289780077619703,1.8384199134199093,0.84,3
151,5281,0,2,18,5,0,13,3,0,uni,1,0,8,0.81304347826087,3.28728191000918,0.88,4
152,5281,0,2,18,5,0,13,3,0,tai,1,0,2,2.99093157460841,2.2612440191387595,0.76,4
153,5281,0,2,18,5,0,13,3,0,akagai,1,0,4,2.5167504187604703,3.3324494949494903,0.72,4
154,5281,0,2,18,5,0,13,3,0,kanpachi,1,0,0,1.58322580645161,2.4614325068870486,0.44,4
155,5281,0,2,18,5,0,13,3,0,hokkigai,1,0,4,2.56966490299824,2.29356060606061,0.32,3
156,5281,0,2,18,5,0,13,3,0,sayori,1,0,0,2.80132450331126,1.81944444444444,0.24,4
157,5281,0,2,18,5,0,13,3,0,tarabagani,1,0,6,2.68032786885246,3.41515151515152,0.2,4
158,5281,0,2,18,5,0,13,3,0,fugu,1,0,2,3.1290322580645196,2.3333333333333304,0.08,3
159,5281,0,2,18,5,0,13,3,0,mentaiko_maki,0,0,7,1.8698224852071001,1.25,0.08,3
160,9733,1,2,31,7,1,11,3,0,ebi,1,0,6,2.7289780077619703,1.8384199134199093,0.84,4
161,9733,1,2,31,7,1,11,3,0,tako,1,0,5,3.0884588804422903,1.38433014354067,0.76,4
162,9733,1,2,31,7,1,11,3,0,ikura,1,0,7,1.26487252124646,2.69536271808999,0.88,4
163,9733,1,2,31,7,1,11,3,0,hotategai,1,0,4,2.34541249036237,1.7721956406166899,0.76,4
164,9733,1,2,31,7,1,11,3,0,samon,1,0,1,1.2711234911792,1.5117739898989901,0.64,4
165,9733,1,2,31,7,1,11,3,0,shako,1,0,6,2.57185039370079,1.8565656565656599,0.6,4
166,9733,1,2,31,7,1,11,3,0,chu_toro,1,0,1,0.795193312434692,3.16756854256854,0.56,1
167,9733,1,2,31,7,1,11,3,0,tekka_maki,0,0,1,2.24713375796178,1.5798368298368302,0.44,2
168,9733,1,2,31,7,1,11,3,0,katsuo,1,0,1,1.9079159935379602,1.4648148148148101,0.36,2
169,9733,1,2,31,7,1,11,3,0,toro_samon,1,0,1,0.6914893617021279,2.62310606060606,0.16,4
170,5695,0,2,40,9,1,12,3,0,anago,1,0,3,0.9263843648208472,1.9924586776859496,0.88,4
171,5695,0,2,40,9,1,12,3,0,maguro,1,0,1,1.76955903271693,1.87472451790634,0.88,4
172,5695,0,2,40,9,1,12,3,0,uni,1,0,8,0.81304347826087,3.28728191000918,0.88,4
173,5695,0,2,40,9,1,12,3,0,hotategai,1,0,4,2.34541249036237,1.7721956406166899,0.76,4
174,5695,0,2,40,9,1,12,3,0,tai,1,0,2,2.99093157460841,2.2612440191387595,0.76,4
175,5695,0,2,40,9,1,12,3,0,hamachi,1,0,0,1.25849731663685,1.6730587121212102,0.64,4
176,5695,0,2,40,9,1,12,3,0,hokkigai,1,0,4,2.56966490299824,2.29356060606061,0.32,4
177,5695,0,2,40,9,1,12,3,0,botanebi,1,0,6,1.9871794871794901,3.0474747474747503,0.24,4
178,5695,0,2,40,9,1,12,3,0,mentaiko,1,0,7,1.8125,1.49636363636364,0.2,3
179,5695,0,2,40,9,1,12,3,0,kujira,1,1,10,1.25757575757576,2.0,0.04,2
180,5085,0,2,10,3,0,10,3,0,tamago,1,1,9,2.3680709534368103,1.03246753246753,0.84,4
181,5085,0,2,10,3,0,10,3,0,hamachi,1,0,0,1.25849731663685,1.6730587121212102,0.64,3
182,5085,0,2,10,3,0,10,3,0,kani,1,0,6,2.82373271889401,2.03787878787879,0.52,2
183,5085,0,2,10,3,0,10,3,0,torigai,1,0,4,2.53507728894174,2.125,0.48,1
184,5085,0,2,10,3,0,10,3,0,kappa_maki,0,1,11,3.73054755043228,1.02,0.4,4
185,5085,0,2,10,3,0,10,3,0,shimaaji,1,0,0,2.22857142857143,2.68831168831169,0.28,2
186,5085,0,2,10,3,0,10,3,0,sazae,1,0,4,2.41038961038961,1.4466666666666699,0.2,3
187,5085,0,2,10,3,0,10,3,0,nasu,1,1,11,3.18224299065421,1.16666666666667,0.12,2
188,5085,0,2,10,3,0,10,3,0,negi_toro_maki,0,0,1,1.26068376068376,2.36207184628237,0.12,3
189,5085,0,2,10,3,0,10,3,0,ishigakidai,1,0,2,2.6588235294117597,2.0,0.04,4
190,1834,1,2,32,7,1,14,3,0,ebi,1,0,6,2.7289780077619703,1.8384199134199093,0.84,3
191,1834,1,2,32,7,1,14,3,0,amaebi,1,0,6,1.91398713826367,1.92497341839447,0.76,4
192,1834,1,2,32,7,1,14,3,0,akagai,1,0,4,2.5167504187604703,3.3324494949494903,0.72,2
193,1834,1,2,32,7,1,14,3,0,hamachi,1,0,0,1.25849731663685,1.6730587121212102,0.64,4
194,1834,1,2,32,7,1,14,3,0,kani,1,0,6,2.82373271889401,2.03787878787879,0.52,3
195,1834,1,2,32,7,1,14,3,0,torigai,1,0,4,2.53507728894174,2.125,0.48,2
196,1834,1,2,32,7,1,14,3,0,sarada,1,1,11,2.47706422018349,1.2,0.2,3
197,1834,1,2,32,7,1,14,3,0,suzuki,1,0,2,2.6536312849162003,3.13333333333333,0.2,2
198,1834,1,2,32,7,1,14,3,0,hamo,1,0,2,2.5678391959798996,1.5,0.12,2
199,1834,1,2,32,7,1,14,3,0,battera,1,0,0,1.675,1.0,0.04,2
200,1314,0,1,13,3,0,13,3,0,ika,1,0,5,2.68840082361016,1.51515151515152,0.92,4
201,1314,0,1,13,3,0,13,3,0,tamago,1,1,9,2.3680709534368103,1.03246753246753,0.84,3
202,1314,0,1,13,3,0,13,3,0,tai,1,0,2,2.99093157460841,2.2612440191387595,0.76,3
203,1314,0,1,13,3,0,13,3,0,awabi,1,0,4,2.52697841726619,3.6464015151515095,0.64,2
204,1314,0,1,13,3,0,13,3,0,shako,1,0,6,2.57185039370079,1.8565656565656599,0.6,2
205,1314,0,1,13,3,0,13,3,0,hirame,1,0,2,2.99361022364217,3.0691558441558398,0.56,3
206,1314,0,1,13,3,0,13,3,0,hokkigai,1,0,4,2.56966490299824,2.29356060606061,0.32,2
207,1314,0,1,13,3,0,13,3,0,negi_toro,1,0,1,1.25563909774436,2.4729437229437203,0.28,4
208,1314,0,1,13,3,0,13,3,0,nattou_maki,0,1,11,1.65225933202358,1.0,0.28,3
209,1314,0,1,13,3,0,13,3,0,tsubugai,1,0,4,2.40140845070423,1.85,0.08,2
210,3725,0,3,15,4,0,15,4,0,chu_toro,1,0,1,0.795193312434692,3.16756854256854,0.56,4
211,3725,0,3,15,4,0,15,4,0,kohada,1,0,0,2.7024504084014,1.05244755244755,0.52,2
212,3725,0,3,15,4,0,15,4,0,tekka_maki,0,0,1,2.24713375796178,1.5798368298368302,0.44,2
213,3725,0,3,15,4,0,15,4,0,mirugai,1,0,4,2.39055793991416,2.4791666666666696,0.4,3
214,3725,0,3,15,4,0,15,4,0,hokkigai,1,0,4,2.56966490299824,2.29356060606061,0.32,3
215,3725,0,3,15,4,0,15,4,0,kanimiso,1,0,8,0.910091743119266,1.8333333333333304,0.32,4
216,3725,0,3,15,4,0,15,4,0,engawa,1,0,2,2.202,2.00865800865801,0.28,2
217,3725,0,3,15,4,0,15,4,0,suzuki,1,0,2,2.6536312849162003,3.13333333333333,0.2,3
218,3725,0,3,15,4,0,15,4,0,ika_nattou,1,0,5,1.58108108108108,1.09090909090909,0.08,4
219,3725,0,3,15,4,0,15,4,0,mamakari,1,0,0,2.3452380952381,2.0,0.04,2
220,1595,0,3,40,9,1,40,9,1,anago,1,0,3,0.9263843648208472,1.9924586776859496,0.88,4
221,1595,0,3,40,9,1,40,9,1,maguro,1,0,1,1.76955903271693,1.87472451790634,0.88,2
222,1595,0,3,40,9,1,40,9,1,tamago,1,1,9,2.3680709534368103,1.03246753246753,0.84,4
223,1595,0,3,40,9,1,40,9,1,hamachi,1,0,0,1.25849731663685,1.6730587121212102,0.64,3
224,1595,0,3,40,9,1,40,9,1,geso,1,0,5,2.33189655172414,1.0181818181818199,0.4,1
225,1595,0,3,40,9,1,40,9,1,katsuo,1,0,1,1.9079159935379602,1.4648148148148101,0.36,4
226,1595,0,3,40,9,1,40,9,1,engawa,1,0,2,2.202,2.00865800865801,0.28,3
227,1595,0,3,40,9,1,40,9,1,kanpyo_maki,0,1,11,2.82191780821918,1.0,0.12,3
228,1595,0,3,40,9,1,40,9,1,kujira,1,1,10,1.25757575757576,2.0,0.04,4
229,1595,0,3,40,9,1,40,9,1,kamo,1,1,10,1.2875,1.5,0.04,1
230,1513,0,3,30,7,1,30,7,1,ebi,1,0,6,2.7289780077619703,1.8384199134199093,0.84,3
231,1513,0,3,30,7,1,30,7,1,maguro,1,0,1,1.76955903271693,1.87472451790634,0.88,4
232,1513,0,3,30,7,1,30,7,1,ika,1,0,5,2.68840082361016,1.51515151515152,0.92,3
233,1513,0,3,30,7,1,30,7,1,ikura,1,0,7,1.26487252124646,2.69536271808999,0.88,4
234,1513,0,3,30,7,1,30,7,1,tai,1,0,2,2.99093157460841,2.2612440191387595,0.76,3
235,1513,0,3,30,7,1,30,7,1,hamachi,1,0,0,1.25849731663685,1.6730587121212102,0.64,3
236,1513,0,3,30,7,1,30,7,1,unagi,1,0,3,0.5442739079102721,2.23724747474747,0.48,3
237,1513,0,3,30,7,1,30,7,1,tekka_maki,0,0,1,2.24713375796178,1.5798368298368302,0.44,2
238,1513,0,3,30,7,1,30,7,1,hokkigai,1,0,4,2.56966490299824,2.29356060606061,0.32,3
239,1513,0,3,30,7,1,30,7,1,nattou_maki,0,1,11,1.65225933202358,1.0,0.28,3
240,5273,0,2,4,1,0,14,3,0,anago,1,0,3,0.9263843648208472,1.9924586776859496,0.88,3
241,5273,0,2,4,1,0,14,3,0,uni,1,0,8,0.81304347826087,3.28728191000918,0.88,2
242,5273,0,2,4,1,0,14,3,0,ikura,1,0,7,1.26487252124646,2.69536271808999,0.88,1
243,5273,0,2,4,1,0,14,3,0,amaebi,1,0,6,1.91398713826367,1.92497341839447,0.76,4
244,5273,0,2,4,1,0,14,3,0,samon,1,0,1,1.2711234911792,1.5117739898989901,0.64,4
245,5273,0,2,4,1,0,14,3,0,chu_toro,1,0,1,0.795193312434692,3.16756854256854,0.56,4
246,5273,0,2,4,1,0,14,3,0,hirame,1,0,2,2.99361022364217,3.0691558441558398,0.56,4
247,5273,0,2,4,1,0,14,3,0,kohada,1,0,0,2.7024504084014,1.05244755244755,0.52,1
248,5273,0,2,4,1,0,14,3,0,nattou_maki,0,1,11,1.65225933202358,1.0,0.28,4
249,5273,0,2,4,1,0,14,3,0,komochi_konbu,1,0,7,2.2442528735632203,2.1666666666666696,0.2,0
250,5175,0,3,39,9,1,39,9,1,anago,1,0,3,0.9263843648208472,1.9924586776859496,0.88,4
251,5175,0,3,39,9,1,39,9,1,kohada,1,0,0,2.7024504084014,1.05244755244755,0.52,4
252,5175,0,3,39,9,1,39,9,1,unagi,1,0,3,0.5442739079102721,2.23724747474747,0.48,4
253,5175,0,3,39,9,1,39,9,1,kappa_maki,0,1,11,3.73054755043228,1.02,0.4,2
254,5175,0,3,39,9,1,39,9,1,negi_toro,1,0,1,1.25563909774436,2.4729437229437203,0.28,4
255,5175,0,3,39,9,1,39,9,1,takuwan_maki,0,1,11,3.33025404157044,1.03333333333333,0.24,4
256,5175,0,3,39,9,1,39,9,1,tobiko,1,0,7,2.24697336561743,1.4003787878787899,0.24,4
